Marca,Modello,Anno,Tipo,KIT-W-Kit,FLUSHBAR Argento ,"FLUSHBAR MIX Argento 
W-Flush",THRUBAR Argento W-Through,RAILBAR Argento W-RailBar,RAILBAR MIX Argento W-RailBarMix,FLUSHBAR Nere WB-Flush,FLUSHBAR MIX Nere WB-FlushMix,THRUBAR Nere WB-Through,RAILBAR Nere WB-RailBar,RAILBAR MIX nere WB-RailBarMix ,Descrizione tetto
Land Rover,Freelander 5p - railing,12/06>08/15,Barre lungitudinali,YK328W,Y8050181,,Y8050188,,Y8050210,Y8050221,,Y8050228,,Y8050247,railing standard
Land Rover,Range Rover - fixpoint,02/02>10/12,Punti fissi,YK399W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Land Rover,Range Rover Sport - fixpoint,05/05>05/13,Punti fissi,YK436W,Y8050184,,Y8050190,,,Y8050224,,Y8050230,,,tetto fixpoint
Land Rover,Range Rover Velar - profilo,06/17>,Profili integrati,YK1091W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,profilo integrato
Lexus,CT,03/11>12/13,Tetto nudo,YK586W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto standard
Lexus,CT,01/14>,Tetto nudo,YK586W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Lexus,GS,05/12>08/18,Tetto nudo,YK840W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Lexus,IS 4p,01/06>04/13,Tetto nudo,YK546W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto standard
Lexus,IS 4p,05/13>,Tetto nudo,YK797W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Lexus,NX,10/14>,Tetto nudo,YK1026W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto standard
Lexus,NX - profilo,10/14>,Profili integrati,YK893W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Lexus,RX - railing,05/03>05/09,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Lexus,RX - fix-point,06/09>12/15,Punti fissi,YK716W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fix/standard
Lexus,RX - railing,06/09>12/15,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Lexus,RX - profilo,01/20>,Profili integrati,YK1040W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Mazda,2 5p,01/03>09/07,Tetto nudo,YK312W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Mazda,2 5p,10/07>02/15,Tetto nudo,YK311W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto standard
Mazda,2 5p - fixpoint,10/07>02/15,Punti fissi,YK451W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Mazda,3 4p - fixpoint,01/04>10/10,Punti fissi,YK340W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Mazda,3 4p - fixpoint,11/10>09/13,Punti fissi,YK451W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mazda,3 5p - fixpoint,01/04>03/09,Punti fissi,YK340W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Mazda,3 5p - fixpoint,04/09>12/13,Punti fissi,YK451W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mazda,5 5p - fixpoint,08/05>10/10,Punti fissi,YK500W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Mazda,5 5p - railing,08/05>10/10,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Mazda,5 5p - fixpoint,11/10>10/13,Punti fissi,YK500W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Mazda,6 4p - fixpoint,10/03>03/08,Punti fissi,YK340W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mazda,6 4p - fixpoint,04/08>12/12,Punti fissi,YK340W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Mazda,6 Wagon - fixpoint,09/02>03/08,Punti fissi,YK340W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mazda,6 Wagon - railing,09/02>03/08,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Mazda,6 Wagon - railing,04/08>12/12,Barre lungitudinali,YK328W,,,Y8050188,,Y8050209,,,Y8050228,,Y8050246,railing standard
Mazda,6 Wagon - railing,01/13>,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,Y8050210,,Y8050235,Y8050228,,Y8050247,railing standard
Mazda,CX-5 - fixpoint,04/12>05/17,Punti fissi,YK451W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mazda,CX-5 - profilo,06/17>,Profili integrati,YK1097W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Mazda,CX-7 - fixpoint,06/07>12/13,Punti fissi,YK340W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto fixpoint
Mazda,Demio,11/98>03/03,Tetto nudo,YK355W,,,Y8050189,,,,,Y8050229,,,tetto standard
Mazda,MPV - railing,06/00>04/06,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Mazda,Premacy,03/99>07/05,Tetto nudo,YK502W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Mazda,Premacy - railing,03/99>07/05,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Mazda,Tribute - railing,09/01>04/06,Barre lungitudinali,YK328W,,,Y8050187,Y8050201,,,,Y8050227,Y8050238,,railing standard
Mercedes,Citan (van) (Extralong)  - fixpoint,10/12>,Punti fissi,YK953W,Y8050181,,Y8050189,,,Y8050221,,Y8050229,,,tetto fixpoint
Mercedes,CLA 4p - fixpoint,02/13>04/19,Punti fissi,YK748W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,CLA Shooting Brake - fixpoint,03/15>06/19,Punti fissi,YK650W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Mercedes,Classe A 3p - fixpoint,09/04>12/10,Punti fissi,YK402W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe A 5p - fixpoint,09/04>09/12,Punti fissi,YK371W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe A 5p - fixpoint,10/12>05/18,Punti fissi,YK650W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe A 5p - fixpoint,06/18>,Punti fissi,YK650W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe A Berlina 4p - fixpoint,03/19>,Punti fissi,YK748W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe B - fixpoint,05/05>09/11,Punti fissi,YK402W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe B - fixpoint,10/11>01/19,Punti fissi,YK650W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe B - fixpoint,02/19>,Punti fissi,YK650W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe C 4p,05/00>01/07,Tetto nudo,YK409W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Mercedes,Classe C 4p (solo tetto vetro) - fixpoint,02/07>02/14,Punti fissi,YK814W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe C 4p (no tetto vetro) - fixpoint,02/07>02/14,Punti fissi,YK437W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Mercedes,Classe C 4p (solo tetto vetro) - fixpoint,03/14>,Punti fissi,YK814W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Mercedes,Classe C 4p (no tetto vetro) - fixpoint,03/14>,Punti fissi,YK757W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Mercedes,Classe C Coupè 2p (no tetto vetro) - fixpoint,04/11>11/15,Punti fissi,YK777W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Mercedes,Classe C Coupè 2p (solo tetto vetro) - fixpoint,04/11>11/15,Punti fissi,YK846W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mercedes,Classe C Coupè 2p (anche tetto vetro) - fixpoint,12/15>,Punti fissi,YK1018W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe C sw - railing,04/01>12/07,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Mercedes,Classe C sw - railing,01/08>08/14,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050210,,Y8050234,Y8050228,,Y8050247,railing standard
Mercedes,Classe C sw - profilo,09/14>,Profili integrati,YK1074W,,Y8050193,Y8050188,,,,Y8050232,Y8050228,,,profilo integrato
Mercedes,Classe E 4p - fixpoint,03/02>02/09,Punti fissi,YK439W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Mercedes,Classe E 4p (solo tetto vetro) - fixpoint,03/09>06/16,Punti fissi,YK814W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Mercedes,Classe E 4p (no tetto vetro) - fixpoint,03/09>06/16,Punti fissi,YK437W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Mercedes,Classe E 4p - fixpoint,07/16>,Punti fissi,YK1012W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto fixpoint
Mercedes,Classe E Coupè 2p (no tetto vetro) - fixpoint,03/09>04/17,Punti fissi,YK757W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mercedes,Classe E Coupè 2p (solo tetto vetro) - fixpoint,03/09>04/17,Punti fissi,YK846W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mercedes,Classe E Coupè 2p (solo tetto vetro) - fixpoint,05/17>,Punti fissi,YK846W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mercedes,Classe E sw - railing,03/03>08/09,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Mercedes,Classe E sw - railing,09/09>11/16,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,railing standard
Mercedes,Classe E sw (no tettuccio) - railing,09/09>11/16,Barre lungitudinali,,,,,Y8050204,,,,,Y8050241,,railing standard
Mercedes,Classe E sw - profilo,12/16>,Profili integrati,YK1000W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Mercedes,Classe R - fixpoint,02/06>12/13,Punti fissi,YK557W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto fixpoint
Mercedes,Classe S - fixpoint,09/05>08/13,Punti fissi,YK621W,,Y8050197,Y8050188,,,,Y8050236,Y8050228,,,tetto fixpoint
Mercedes,Classe S - fixpoint,09/13>,Punti fissi,YK934W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto fixpoint
Mercedes,Classe V - fixpoint,03/14>,Punti fissi,YK500W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Mercedes,Classe V - railing,03/14>,Barre lungitudinali,YK328W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,railing standard
Mercedes,Classe X - railing,11/17>05/20,Barre lungitudinali,YK328W,Y8050182,,Y8050189,Y8050204,,Y8050222,,Y8050229,Y8050241,,railing standard
Mercedes,CLS - fixpoint,10/04>11/10,Punti fissi,YK621W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Mercedes,CLS - fixpoint,12/10>01/18,Punti fissi,YK814W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Mercedes,CLS - fixpoint,02/18>,Punti fissi,YK814W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto fixpoint
Mercedes,CLS Shooting Brake - fixpoint,09/12>01/18,Punti fissi,YK814W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto fixpoint
Mercedes,GL - railing,09/06>02/16,Barre lungitudinali,YK468W,,Y8050196,Y8050189,,Y8050211,,Y8050235,Y8050229,,Y8050248,railing standard
Mercedes,GLA - profilo,03/14>03/20,Profili integrati,YK1051W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Mercedes,GLC - profilo,09/15>,Profili integrati,YK1041W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,profilo integrato
Mercedes,GLC Coupè - fixpoint,10/16>,Punti fissi,YK814W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Mercedes,GLE - railing,01/19>,Barre lungitudinali,YK328W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,railing standard
Mercedes,GLE 5p - railing,07/15>12/18,Barre lungitudinali,YK328W,,Y8050198,Y8050189,,Y8050212,,Y8050237,Y8050229,,Y8050249,railing standard
Mercedes,GLE Coupè 5p - fixpoint,07/15>04/20,Punti fissi,YK748W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto fixpoint
Mercedes,GLK - railing,10/08>09/15,Barre lungitudinali,YK328W,,,Y8050189,,Y8050210,,,Y8050229,,Y8050247,railing standard
Mercedes,GLS - railing,03/16>07/19,Barre lungitudinali,YK328W,,Y8050197,Y8050189,Y8050205,,,Y8050236,Y8050229,Y8050242,,railing standard
Mercedes,ML - railing,07/05>09/11,Barre lungitudinali,YK328W,,,Y8050189,,Y8050211,,,Y8050229,,Y8050248,railing standard
Mercedes,ML - railing,10/11>12/15,Barre lungitudinali,YK328W,,,Y8050189,,Y8050212,,,Y8050229,,Y8050249,railing standard
Mercedes,Viano - fixpoint,09/03>02/14,Punti fissi,YK500W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Mercedes,Viano - railing,09/03>02/14,Barre lungitudinali,YK328W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,railing standard
Mercedes,Vito (van) - fixpoint,09/03>12/14,Punti fissi,YK868W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Mercedes,Vito (van) - railing,09/03>12/14,Barre lungitudinali,YK328W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,railing standard
Mercedes,Vito (van) - fixpoint,01/15>,Punti fissi,YK868W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Mercedes,Vito (van) - railing,01/15>,Barre lungitudinali,YK328W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,railing standard
Mercedes,Vito Tourer - railing,01/15>,Barre lungitudinali,YK328W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,railing standard
Mini,Clubman (R55) - railing,11/07>06/15,Barre lungitudinali,YK328W,Y8050178,,Y8050187,Y8050201,,Y8050218,,Y8050227,Y8050238,,railing standard
Mini,Countryman (F60) - railing,02/17>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,Y8050203,,,Y8050234,Y8050228,Y8050240,,railing standard
Mitsubishi,ASX - fixpoint,07/10>,Punti fissi,YK602W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mitsubishi,ASX - profilo,07/10>,Profili integrati,YK508W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Mitsubishi,Colt 5p - fixpoint,06/04>05/12,Punti fissi,YK332W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mitsubishi,Eclipse Cross - profilo,01/18>,Profili integrati,YK683W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Mitsubishi,Grandis - fixpoint,10/05>06/11,Punti fissi,YK332W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Mitsubishi,Grandis - railing,10/05>06/11,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Mitsubishi,L200 Club Cab 2p,01/05>08/15,Tetto nudo,YK189W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Mitsubishi,L200 Double Cab 4p,01/05>08/15,Tetto nudo,YK189W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Mitsubishi,Lancer 4p - fixpoint,09/03>06/08,Punti fissi,YK332W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Mitsubishi,Lancer 4p,07/08>12/11,Tetto nudo,YK170W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Mitsubishi,Lancer Sportback 5p,07/08>12/11,Tetto nudo,YK170W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Mitsubishi,Lancer Sportback 5p - fixpoint,07/08>12/11,Punti fissi,YK602W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Mitsubishi,Outlander - fixpoint,05/03>01/07,Punti fissi,YK332W,,,Y8050188,,,,,Y8050228,,,tetto fixpoint
Mitsubishi,Outlander - fixpoint,02/07>09/12,Punti fissi,YK537W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto fixpoint
Mitsubishi,Outlander - railing,02/07>02/10,Barre lungitudinali,YK328W,,,Y8050189,Y8050204,,,,Y8050229,Y8050241,,railing standard
Mitsubishi,Outlander - railing,03/10>09/12,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Mitsubishi,Outlander - profilo,10/12>,Profili integrati,YK683W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,profilo integrato
Mitsubishi,Pajero 3p - railing,11/06>07/19,Barre lungitudinali,YK328W,Y8050183,,Y8050189,Y8050205,,Y8050223,,Y8050229,Y8050242,,railing standard
Mitsubishi,Pajero 5p - fixpoint,04/00>10/06,Punti fissi,YK332W,Y8050181,,Y8050189,,,Y8050221,,Y8050229,,,tetto fixpoint
Mitsubishi,Pajero 5p - railing,11/06>07/19,Barre lungitudinali,YK328W,Y8050183,,Y8050189,Y8050205,,Y8050223,,Y8050229,Y8050242,,railing standard
Mitsubishi,Space Star 5p,04/13>,Tetto nudo,YK1023W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Nissan,Almera 5p,04/00>12/06,Tetto nudo,YK188W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto standard
Nissan,Cube,03/10>12/11,Tetto nudo,YK538W,,Y8050199,Y8050190,,,,,Y8050230,,,tetto standard
Nissan,Juke,10/10>11/19,Tetto nudo,YK582W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Nissan,Leaf,04/12>12/15,Tetto nudo,YK713W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Nissan,Micra,11/10>02/17,Tetto nudo,YK597W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto standard
Nissan,Micra,03/17>,Tetto nudo,YK1070W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Nissan,Murano - railing,10/08>05/15,Barre lungitudinali,YK328W,,,Y8050189,Y8050204,,,,Y8050229,Y8050241,,railing standard
Nissan,Navara 4p,01/05>07/14,Tetto nudo,YK493W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto standard
Nissan,Note,03/06>09/13,Tetto nudo,YK444W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Nissan,Note,10/13>10/17,Tetto nudo,YK728W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto standard
Nissan,NV300 (van) (Passo L2)  - fixpoint,07/16>,Punti fissi,YK928W,,,Y8050190,,,,,Y8050230,,,tetto fixpoint
Nissan,Primera sw - fixpoint,01/02>12/08,Punti fissi,YK500W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto fixpoint
Nissan,Pulsar,10/14>12/18,Tetto nudo,YK699W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Nissan,Qashqai,03/07>01/14,Tetto nudo,YK360W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto standard
Nissan,Qashqai - railing,03/07>01/14,Barre lungitudinali,YK328W,,,Y8050188,,Y8050211,,,Y8050228,,Y8050248,railing standard
Nissan,Qashqai,01/14>,Tetto nudo,YK841W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto standard
Nissan,Qashqai - railing,01/14>,Barre lungitudinali,YK328W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,railing standard
Nissan,Qashqai+2 - railing,09/08>01/14,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Nissan,X-Trail - fixpoint,09/01>05/14,Punti fissi,YK423W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Nissan,X-Trail - railing,06/14>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050210,,Y8050234,Y8050228,,Y8050247,railing standard
Opel,Adam - fixpoint,02/13>12/19,Punti fissi,YK722W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Opel,Adam Rocks - fixpoint,09/14>12/19,Punti fissi,YK722W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Opel,Agila,02/08>10/15,Tetto nudo,YK619W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Opel,Antara - railing,11/06>05/17,Barre lungitudinali,YK328W,,Y8050195,Y8050188,Y8050203,,,Y8050234,Y8050228,Y8050240,,railing standard
Opel,Astra H 5p - fixpoint,03/04>12/09,Punti fissi,YK396W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto fixpoint
Opel,Astra J 4p - fixpoint,09/12>08/18,Punti fissi,YK751W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Opel,Astra J 5p - fixpoint,01/10>10/15,Punti fissi,YK722W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Opel,Astra J GTC 3p - fixpoint,09/11>08/18,Punti fissi,YK722W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto fixpoint
Opel,Astra J Sports Tourer - profilo,11/10>02/16,Profili integrati,YK771W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Opel,Astra K 5p,11/15>,Tetto nudo,YK1002W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Opel,Combo (van) - fixpoint,10/01>03/12,Punti fissi,YK850W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto fixpoint
Opel,Combo (van) - fixpoint,04/12>08/18,Punti fissi,YK500W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Opel,Combo (van) - railing,04/12>08/18,Barre lungitudinali,,,,,Y8050206,,,,,Y8050243,,railing standard
Opel,Combo Cargo - fixpoint,09/18>,Punti fissi,YK1139W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Opel,Combo Tour 5p - fixpoint,10/01>03/12,Punti fissi,YK850W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto fixpoint
Opel,Combo Tour 5p - fixpoint,04/12>12/17,Punti fissi,YK500W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Opel,Combo Tour 5p - railing,04/12>12/17,Barre lungitudinali,,,,,Y8050206,,,,,Y8050243,,railing standard
Opel,Corsa 3p - fixpoint,10/00>08/06,Punti fissi,YK435W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto fixpoint
Opel,Corsa 3p - fixpoint,09/06>11/14,Punti fissi,YK622W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Opel,Corsa 3p - fixpoint,12/14>08/19,Punti fissi,YK909W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Opel,Corsa 5p - fixpoint,09/06>11/14,Punti fissi,YK523W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Opel,Corsa 5p - fixpoint,12/14>08/19,Punti fissi,YK909W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Opel,Crossland X - profilo,06/17>,Profili integrati,YK1000W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,profilo integrato
Opel,Grandland X - profilo,07/17>,Profili integrati,YK1000W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Opel,Insignia 4p,02/09>04/17,Tetto nudo,YK781W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Opel,Insignia Grand Sport 4p,05/17>,Tetto nudo,YK1083W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Opel,Insignia Sports Tourer - profilo,03/09>04/17,Profili integrati,YK739W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Opel,Karl Rocks - railing,03/17>12/19,Barre lungitudinali,,,,,,Y8050208,,,,,Y8050245,railing standard
Opel,Meriva - fixpoint,05/10>05/17,Punti fissi,YK622W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Opel,Mokka - profilo,11/12>03/16,Profili integrati,YK1043W,,Y8050193,Y8050188,,,,Y8050232,Y8050228,,,profilo integrato
Opel,Mokka X - profilo,04/16>12/19,Profili integrati,YK1043W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,profilo integrato
Opel,Vectra 4p - fixpoint,05/02>01/09,Punti fissi,YK461W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Opel,Vectra 5p - fixpoint,10/02>01/09,Punti fissi,YK461W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Opel,Vectra sw - fixpoint,01/04>02/09,Punti fissi,YK461W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Opel,Vivaro (van) - fixpoint,08/01>12/13,Punti fissi,YK723W,,,Y8050190,,,,,Y8050230,,,tetto fixpoint
Opel,Vivaro (van) - fixpoint,01/14>02/19,Punti fissi,YK928W,,,Y8050190,,,,,Y8050230,,,tetto fixpoint
Opel,Zafira - railing,04/99>08/05,Barre lungitudinali,YK328W,Y8050179,,Y8050188,,Y8050209,Y8050219,,Y8050228,,Y8050246,railing standard
Opel,Zafira - profilo,09/05>10/11,Profili integrati,YK750W,Y8050181,,Y8050189,,,Y8050221,,Y8050229,,,profilo integrato
Opel,Zafira One - profilo,11/11>07/15,Profili integrati,YK750W,Y8050181,,Y8050189,,,Y8050221,,Y8050229,,,profilo integrato
Opel,Zafira Tourer - fixpoint,11/11>12/19,Punti fissi,YK722W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Opel,Zafira Tourer - profilo,11/11>12/19,Profili integrati,YK755W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Peugeot,1007 - railing,05/05>05/10,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
